latitude,longitude,Category,Gravity,CrimeHead,IncidentFromDate,TimeBucket,TotalVictims,TotalAccused
16.430593484704936,76.53039701235889,FIR,Non-Heinous,CRIMINAL TRESPASS,2016-02-12 19:37:00,EVENING,0,1
14.234097471158114,76.62870859531243,FIR,Non-Heinous,MOTOR VEHICLE ACCIDENTS FATAL,2016-02-13 17:56:00,DAY,0,1
15.845641411276327,76.29757267996814,FIR,Heinous,DEFAMATION,2016-02-15 04:13:00,NIGHT,2,1
13.03480507069992,78.04082689468386,PAR,Heinous,DEFAMATION,2016-02-17 14:25:00,DAY,1,1
14.896582049116834,77.9980714145739,UDR,Non-Heinous,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-02-24 12:21:00,DAY,2,1
15.328067690890123,75.57684783469328,UDR,Non-Heinous,ASSAULT,2016-02-25 20:40:00,EVENING,1,1
11.915266346850288,76.308884726145,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-02-25 02:40:00,NIGHT,4,1
17.08110044599721,76.14452317295343,UDR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-03-01 16:42:00,DAY,0,2
13.006908128496168,75.58823867611441,FIR,Non-Heinous,AFFRAY,2016-03-05 17:49:00,DAY,4,0
16.438060015181094,75.8901468431172,FIR,Non-Heinous,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-03-06 13:41:00,DAY,1,6
12.973200707293715,76.43256847751537,FIR,Non-Heinous,BURGLARY - NIGHT,2016-03-07 11:31:00,MORNING,1,1
16.725857308127974,75.34999798148166,FIR,Non-Heinous,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-03-07 16:09:00,DAY,1,5
15.199466261817696,74.90454121413418,PAR,Non-Heinous,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-03-07 08:47:00,MORNING,0,7
13.147904766840735,77.25168450078566,FIR,Non-Heinous,DACOITY,2015-03-10 20:35:00,EVENING,0,7
14.196718492117174,75.60658088867822,FIR,Non-Heinous,DACOITY,2015-03-10 02:01:00,NIGHT,0,7
15.128385173336875,77.39915281099903,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-03-11 10:48:00,MORNING,0,1
15.842084163911087,76.27500643586207,FIR,Heinous,ASSAULT,2016-03-13 22:48:00,NIGHT,1,5
13.082246556318788,75.70950809593039,FIR,Non-Heinous,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,2016-03-22 14:59:00,DAY,0,1
15.540115496270014,77.90887314491778,Zero FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-03-28 16:16:00,DAY,0,0
16.657080178282143,76.45790305431788,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-03-29 11:57:00,MORNING,0,7
16.97673940232756,75.66735284391987,UDR,Heinous,DEFAMATION,2016-03-31 17:56:00,DAY,1,1
16.428783907840074,77.22196992104743,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-04-01 04:00:00,NIGHT,0,1
13.562176172457464,75.4237803400867,FIR,Heinous,DEFAMATION,2016-04-02 08:59:00,MORNING,6,1
13.629782205718652,76.09018390914405,FIR,Heinous,ADULTERATION,2016-04-03 10:19:00,MORNING,0,3
13.822217800315316,75.12063371838431,UDR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-04-03 05:20:00,MORNING,1,1
13.55677426583804,74.93436600554914,Zero FIR,Heinous,DEFAMATION,2016-04-07 17:32:00,DAY,1,1
15.726502986437897,75.33735449319467,Zero FIR,Non-Heinous,AFFRAY,2016-04-07 13:04:00,DAY,1,0
16.23752855135197,76.77562302510997,PAR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-04-13 12:58:00,DAY,2,1
16.547546502412608,75.59388826770439,FIR,Non-Heinous,AFFRAY,2016-04-14 08:59:00,MORNING,1,0
14.513470514487183,76.67073620188782,FIR,Non-Heinous,DACOITY,2015-04-17 21:32:00,EVENING,0,7
15.16043554150908,77.88236772520314,FIR,Heinous,DEFAMATION,2016-04-18 10:41:00,MORNING,2,0
13.583853046167867,76.4037292681189,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-04-19 16:55:00,DAY,0,7
15.001770920607411,74.70587997599642,UDR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-04-21 07:40:00,MORNING,0,1
15.779507664445292,76.37806874788595,UDR,Heinous,DEFAMATION,2016-04-23 07:53:00,MORNING,2,0
12.37569941858155,76.42391831398811,PAR,Non-Heinous,MISSING PERSON,2016-04-26 00:36:00,NIGHT,1,2
16.44598996804188,76.10897550738315,FIR,Non-Heinous,SCHEDULED CASTE AND THE SCHEDULED TRIBES ,2016-05-04 16:46:00,DAY,0,0
13.508417913922942,76.93253025441756,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-05-04 04:48:00,NIGHT,3,1
13.243570997655151,77.33989740278034,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-05-05 11:23:00,MORNING,2,2
14.07483818676084,75.72517342217131,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-05-06 06:35:00,MORNING,0,1
12.71203876348926,77.43513827603087,Zero FIR,Non-Heinous,DACOITY,2016-05-16 15:50:00,DAY,0,1
17.289976325554203,75.49918747226353,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-05-17 09:43:00,MORNING,0,4
16.6202121213543,76.56863863988957,FIR,Non-Heinous,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-05-17 07:09:00,MORNING,0,1
15.13752890940994,74.5234709207499,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-05-18 16:46:00,DAY,0,1
15.560202664202428,76.35853024508991,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-05-19 14:37:00,DAY,1,0
15.067023354744588,75.38300648118664,PAR,Heinous,DEFAMATION,2016-05-19 09:49:00,MORNING,2,1
14.510739378538604,76.99909824230659,PAR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-05-21 12:56:00,DAY,0,1
14.592880023582172,77.00359267200466,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-05-21 21:34:00,EVENING,0,7
14.2931929905971,74.79880652271075,Zero FIR,Non-Heinous,DACOITY,2014-05-24 10:39:00,MORNING,0,1
15.84209594143538,75.78582375730834,PAR,Non-Heinous,DACOITY,2015-05-02 16:00:00,DAY,0,1
16.906149063674974,76.76444575905481,FIR,Non-Heinous,DACOITY,2016-03-24 08:04:00,MORNING,0,1
16.346190475178332,77.1148777800528,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-05-26 04:46:00,NIGHT,0,7
14.857080015416557,76.4949331451856,FIR,Non-Heinous,MISSING PERSON,2016-05-27 04:58:00,NIGHT,1,3
16.274390734912043,76.57480439372488,FIR,Non-Heinous,BURGLARY - NIGHT,2016-05-27 12:13:00,DAY,1,2
13.219524202530309,75.4076126845417,FIR,Heinous,DEFAMATION,2016-05-29 16:56:00,DAY,2,1
17.619448755372126,77.019172701398,FIR,Heinous,DEFAMATION,2016-05-29 06:03:00,MORNING,1,0
15.484731906422455,74.44792909175074,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-05-31 12:29:00,DAY,0,3
14.218479027807843,77.98109033815264,FIR,Non-Heinous,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,2016-05-31 10:32:00,MORNING,0,3
12.964973843159838,77.36960825724948,UDR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-06-02 14:19:00,DAY,0,1
16.549906050544443,77.33196734761042,Zero FIR,Non-Heinous,AFFRAY,2016-06-04 15:21:00,DAY,1,0
12.959903279686726,74.97115956910669,UDR,Heinous,DEFAMATION,2016-06-05 22:54:00,NIGHT,2,0
13.243543108329838,76.37180732765975,UDR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-06-12 19:10:00,EVENING,0,2
14.23954074421166,76.19087714549691,FIR,Non-Heinous,CRIMINAL MISAPPROPRIATION ,2016-06-14 13:55:00,DAY,1,1
17.171506207333202,76.00905530604571,FIR,Non-Heinous,PUBLIC JUSTICE,2016-06-16 18:43:00,EVENING,0,1
14.291690353278092,78.1940522166393,PAR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-06-17 21:12:00,EVENING,0,1
15.942982970508657,74.86799178449584,PAR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-06-18 09:07:00,MORNING,0,7
15.88107265047781,75.46645174020169,Zero FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-06-21 21:50:00,EVENING,1,0
13.988852282425606,77.35247913633239,Zero FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-06-21 16:48:00,DAY,0,1
13.92801541455417,77.99488994857576,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-06-23 14:57:00,DAY,0,7
14.94024013281788,75.81186278564753,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-06-23 22:00:00,NIGHT,0,5
14.21625439696694,75.05005728947508,Zero FIR,Heinous,WRONGFUL RESTRAINT/CONFINEMENT,2016-06-25 16:06:00,DAY,1,1
16.831082113493597,75.65366244715051,FIR,Non-Heinous,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-06-28 21:38:00,EVENING,1,4
12.955144440245268,76.40254317997068,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-06-28 18:28:00,EVENING,0,1
14.72646185945448,74.57050123848316,FIR,Heinous,ASSAULT,2016-06-29 09:37:00,MORNING,1,1
13.21822026603808,75.90873745081014,FIR,Non-Heinous,PUBLIC NUISANCE,2016-06-29 04:38:00,NIGHT,1,7
15.116654301670472,75.6282688239653,FIR,Heinous,DEFAMATION,2016-07-04 23:34:00,NIGHT,4,1
14.699129330370706,76.33632908302529,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-07-05 04:11:00,NIGHT,0,2
15.13906025462632,76.17939500804182,FIR,Non-Heinous,CASES OF HURT,2016-07-07 10:36:00,MORNING,0,7
14.147825799957417,76.34415985616073,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-07-09 09:14:00,MORNING,0,1
13.094679788881164,75.01353959531507,FIR,Non-Heinous,PUBLIC NUISANCE,2016-07-12 05:16:00,MORNING,1,7
13.538358630042616,74.76463862146747,Zero FIR,Non-Heinous,PUBLIC NUISANCE,2016-07-12 19:08:00,EVENING,0,7
15.229235496040696,75.5956701456017,UDR,Heinous,DEFAMATION,2016-07-13 13:38:00,DAY,1,1
12.682222388834337,75.92713891675552,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-07-14 15:26:00,DAY,1,2
14.573097427929635,77.12881992120674,Zero FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-07-17 12:31:00,DAY,0,1
14.316204067014484,78.04602213753341,FIR,Non-Heinous,COMMUNAL / RELIGION   ,2016-07-18 20:36:00,EVENING,0,1
15.340604518389966,74.87471003280686,PAR,Non-Heinous,DACOITY,2015-07-19 15:16:00,DAY,0,7
12.844478980967782,76.56475239480581,FIR,Heinous,ASSAULT,2016-07-19 14:01:00,DAY,1,1
16.162806420117313,76.71917024105052,UDR,Non-Heinous,PUBLIC JUSTICE,2016-07-20 05:35:00,MORNING,0,0
16.961146490646268,76.22685264773558,FIR,Non-Heinous, CYBER CRIME,2016-07-22 08:41:00,MORNING,1,1
16.591142598651412,74.75284399199586,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-07-27 15:03:00,DAY,0,7
13.947753489830124,77.89336709761001,FIR,Non-Heinous,PUBLIC JUSTICE,2016-07-28 08:13:00,MORNING,0,4
13.769519624079043,77.73342203954311,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-07-29 09:59:00,MORNING,0,7
14.736026729275023,74.81958227862788,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-07-31 09:27:00,MORNING,0,7
13.43301716442018,77.59155682739319,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-08-01 11:16:00,MORNING,0,1
13.82256064434626,77.39837602510813,FIR,Non-Heinous,AFFRAY,2016-08-02 12:32:00,DAY,1,0
17.233283847694445,75.88047458092399,PAR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-08-03 17:38:00,DAY,0,1
12.69771348871329,75.88210463813947,PAR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-08-04 13:22:00,DAY,0,1
15.791244297141674,75.2161074000839,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-08-05 12:26:00,DAY,0,1
15.938359678246648,76.74254582180765,FIR,Non-Heinous,BURGLARY - NIGHT,2016-08-06 11:16:00,MORNING,1,1
14.429218219592933,75.756476325431,FIR,Non-Heinous,AFFRAY,2016-08-09 08:44:00,MORNING,1,0
16.71008005366059,76.1419395727396,UDR,Non-Heinous,PUBLIC NUISANCE,2016-08-10 13:21:00,DAY,0,7
14.371134117108587,75.19829363546036,PAR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-08-11 15:41:00,DAY,2,1
12.901669168341295,77.86295190884647,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-08-11 10:33:00,MORNING,0,1
14.4155637113562,75.83307513412336,FIR,Heinous,CRIMINAL INTIMIDATION,2016-08-13 06:36:00,MORNING,0,2
14.545052367638924,78.44853804350177,FIR,Non-Heinous,PUBLIC JUSTICE,2016-08-20 01:30:00,NIGHT,0,0
15.260510433049271,75.70357228619477,Zero FIR,Heinous,DEFAMATION,2016-08-21 05:29:00,MORNING,7,1
16.966472516412903,76.79213409827106,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-08-22 17:26:00,DAY,4,2
14.657299862613424,74.76397865214123,PAR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-08-23 21:18:00,EVENING,0,4
13.95282602052128,74.95716293226403,UDR,Non-Heinous,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-08-24 16:31:00,DAY,1,2
16.9443214968698,75.82070665783382,PAR,Non-Heinous,DACOITY,2016-02-21 10:01:00,MORNING,0,1
14.30572251467741,77.09616963995612,FIR,Non-Heinous,DACOITY,2016-02-22 13:24:00,DAY,0,2
12.194768018895312,76.20330412207308,FIR,Heinous,DEFAMATION,2016-08-26 06:04:00,MORNING,3,1
15.851563111776573,76.57885826208334,UDR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-08-27 16:47:00,DAY,0,2
16.96393757075443,76.47484697188389,FIR,Non-Heinous,DACOITY,2016-02-24 04:38:00,NIGHT,0,1
12.796635025331184,77.07498484413914,UDR,Non-Heinous,DACOITY,2016-02-20 22:22:00,NIGHT,0,2
13.380316867779444,76.21704330022335,FIR,Non-Heinous,DACOITY,2016-02-25 14:08:00,DAY,0,2
17.663515542523484,76.58867670954172,Zero FIR,Non-Heinous,DACOITY,2016-02-10 07:37:00,MORNING,0,1
16.855150607678432,75.15840291907051,FIR,Non-Heinous,DACOITY,2016-02-23 20:39:00,EVENING,0,1
15.829907730779809,77.24108557111876,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-08-27 13:30:00,DAY,0,7
14.444704129159955,77.5728323589461,FIR,Non-Heinous,DACOITY,2016-02-21 11:45:00,MORNING,0,1
12.757961351137729,76.27551000369881,FIR,Non-Heinous,DACOITY,2016-02-26 13:47:00,DAY,0,1
12.86617514360716,75.2702227977559,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-08-29 19:51:00,EVENING,0,2
14.538208963180288,75.84158145319007,PAR,Heinous,DEFAMATION,2016-08-31 13:34:00,DAY,1,1
14.853912101305893,77.70056592273141,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-09-01 01:10:00,NIGHT,2,1
14.512744396156355,74.82240362537722,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-09-01 01:55:00,NIGHT,0,0
12.549437782329788,75.85457359169723,Zero FIR,Non-Heinous,CRIMINAL CONSPIRACY,2016-09-01 22:14:00,NIGHT,0,1
12.183271889726758,75.88032178858403,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-09-03 06:23:00,MORNING,2,1
17.071245348510494,76.37439864707632,PAR,Heinous,WRONGFUL RESTRAINT/CONFINEMENT,2016-09-05 12:33:00,DAY,2,3
16.239335028699177,75.14541536832915,PAR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-09-09 23:25:00,NIGHT,0,3
17.677581170732214,76.95911150175316,PAR,Non-Heinous,SCHEDULED CASTE AND THE SCHEDULED TRIBES ,2016-09-13 17:52:00,DAY,0,0
13.33504485518322,77.24049591490721,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-09-15 13:55:00,DAY,0,2
14.428526640804195,74.6765651703896,PAR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-09-17 08:28:00,MORNING,2,1
13.987037767307182,75.8872657428126,FIR,Heinous,DEFAMATION,2016-09-17 06:10:00,MORNING,3,1
15.721572585120851,77.5696126752457,FIR,Non-Heinous,DACOITY,2015-09-21 00:56:00,NIGHT,0,1
13.351382937215051,77.34987747494138,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-09-27 10:32:00,MORNING,0,2
14.917124156779286,75.95902957901046,FIR,Non-Heinous,AFFRAY,2016-09-27 09:36:00,MORNING,1,0
12.983389717555983,76.90435311390985,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-09-29 07:12:00,MORNING,0,1
16.185881082706903,74.43434334737773,FIR,Heinous,DEFAMATION,2016-09-29 23:23:00,NIGHT,7,1
14.58433239449063,75.43723244807286,PAR,Non-Heinous,Karnataka State Local Act,2016-09-30 04:13:00,NIGHT,0,0
13.84307424256944,75.22632270781803,FIR,Non-Heinous,NEGLIGENT ACT,2016-10-04 15:38:00,DAY,0,1
14.243990462013386,77.42933141709267,FIR,Non-Heinous,Attempting to commit offences,2016-10-04 16:00:00,DAY,0,2
14.840254295820356,76.08565111453815,PAR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-10-04 21:11:00,EVENING,0,7
15.445984519309674,75.18901478246241,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-10-07 08:09:00,MORNING,0,2
12.84934037622582,77.32107792033496,UDR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-10-07 23:20:00,NIGHT,0,1
15.110334369444804,76.86365310555266,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-10-08 15:58:00,DAY,0,7
15.13668171530135,75.01325989684537,Zero FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-10-10 12:22:00,DAY,0,6
14.85537554449066,77.27631906779087,FIR,Non-Heinous,BURGLARY - NIGHT,2016-10-13 07:16:00,MORNING,1,3
16.765108421824223,75.53176627372683,PAR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-10-13 04:29:00,NIGHT,0,1
14.95217275807833,75.7304218709305,Zero FIR,Non-Heinous,PUBLIC NUISANCE,2016-10-14 12:15:00,DAY,0,7
14.534981590643074,77.03547192620344,FIR,Heinous,WRONGFUL RESTRAINT/CONFINEMENT,2016-10-17 05:46:00,MORNING,1,1
13.345455873600256,76.57167708070077,Zero FIR,Non-Heinous,DACOITY,2016-10-20 17:45:00,DAY,0,1
15.20439163790888,77.43736408499369,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-10-20 10:43:00,MORNING,4,1
12.993195507688162,77.38689744798917,Zero FIR,Non-Heinous,DACOITY,2016-10-23 21:55:00,EVENING,0,1
15.614742114820084,77.08143805655595,PAR,Non-Heinous,SCHEDULED CASTE AND THE SCHEDULED TRIBES ,2016-10-24 11:06:00,MORNING,0,1
13.16487979973112,75.57447470957278,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-10-24 08:40:00,MORNING,0,1
17.31688257317615,76.46170024653311,Zero FIR,Non-Heinous,AFFRAY,2016-10-26 15:13:00,DAY,1,0
14.18905134763082,77.41454355034942,FIR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-10-28 14:12:00,DAY,2,1
16.176460719625886,75.77272428423464,UDR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-11-08 08:32:00,MORNING,0,1
11.883710519636052,76.99712046846045,Zero FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-11-08 02:30:00,NIGHT,0,1
13.46651642880171,75.84070678239695,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-11-09 02:30:00,NIGHT,0,1
12.647132339087731,75.88788468898325,UDR,Non-Heinous,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-11-14 20:01:00,EVENING,2,1
16.082148930373222,75.94195681565188,Zero FIR,Non-Heinous,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-11-27 07:38:00,MORNING,1,5
14.04877879410252,75.62500943736305,FIR,Non-Heinous,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2016-11-27 08:54:00,MORNING,1,5
15.104938847258838,76.65667927842323,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-11-28 08:08:00,MORNING,0,2
15.311169146045172,74.98033539834375,FIR,Non-Heinous,ANTIQUES (CULTURAL PROPERTY),2016-11-30 17:43:00,DAY,0,7
15.113522756751571,77.84763109213215,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-12-03 11:03:00,MORNING,0,1
16.772183384610127,77.23497660244693,FIR,Non-Heinous,Concealment of birth by secret disposal of Child,2016-12-03 14:02:00,DAY,0,1
13.028470711808058,77.11269992667864,FIR,Non-Heinous,DACOITY,2016-06-03 14:30:00,DAY,0,5
13.538085916033308,74.88663781799059,FIR,Non-Heinous,MISSING PERSON,2016-12-08 09:50:00,MORNING,1,2
